id,description
4357,stalky aromas suggest weedy underbrush and celery with whiffs of salted appetizers and sweat the meaty impenetrable palate delivers rubber mocha and a confectionary note alongside chewy tannins and searing alcohol 
4358,herbaceous crisp and fruity this fresh wine has citrus juicy apple and a hint of yellow fruits as well as bright acidity it s totally ready to drink 
4359,jammy plum and currant aromas are light on complexity this blend is crisp fresh and ultimately modest in feel with black cherry and plum flavors a clean finish makes it good for everyday drinking 
4360,lightly herbal aromas and a touch of animal blend with oak based notes of sweet plastic and vanilla on the nose the palate is round but slightly flabby with moderate acidity lactic oak creates a plastic like flavor that is derivative of the nose while the finish is drab 
4361,this tightly stalky wine offers fresh red fruits and aromatic acidity with tannins right up front it is still young and needing to develop the wine s name comes from the shirt numbers of the two french rugby players who feature on the label drink from 2016 
4362,pressed apple and pear notes are accented with penetrating layers of smoke nuts and clove on this full bodied chardonnay tart lemon acidity lends freshness to the midpalate and into a spry finish 
4363,a tribute to the year 1935 of the founding of the mons gur cooperative this wine has structure dry tannins and ripe plummy fruits it s firm showing fresher black currant flavors and acidity at the end 
4364,this stalky wine shows wood aging as much as fruit toast and some bitter extraction are contrasted with tight black currant fruits it will soften and turn into an approachable fruity wine 
4365,fresh and fruity this wine is already developing attractively the wood aging gives some toasty character although the black currant fruitiness makes the wine accessible and bright drink from late 2015 
4366,this structured firm wine lives up to the fortifications at its namesake ch teau it s a dark wine not quite ripe with some green fruit flavors acidity and dry tannins are very present and need to soften let it wait and drink from 2017 
4367,aromas of spiced plum and exotic spice lead the nose on this robust wine on the palate scorching alcohol overwhelms dried black cherry and licorice throwing the wine completely off balance astringent tannins and a green note of powdered sage create an extremely bitter finish 
4368,plump melon and stone fruit aromas are a touch broken down and mealy this godello feels fleshy and round with pulpy weight tangerine and tropical fruit flavors weigh in on the heavy side while the finish is chunky and pithy in flavor 
4369,there s a reductive funk at first on the nose with singed rubber and creosote but that quickly gives way to cherry boysenberry and brown spices flavors are dominated by tart cherry and cedar with hints of slate driven earthy minerals 
4370,a blend of six different varieties with chardonnay 35 and marsanne 19 taking the lead this medium sweet wine suggests tangerine sweet corn and cr me fra che with some of the aromas and flavors seeming to tussle 
4371,fragrant layers of cinnamon toast and vanilla adorn this intensely ripe fleshy red wine blackberry and plum flavors are ruddy on the palate but brightened by a zip of acidity and fine chalky tannins on the finish 
4372,for the first release of this wine the oak unfortunately is almost completely overwhelming vanilla green wood mocha and mint overpower almost any sense of varietal aroma and flavor 
4373,full in flavor and body this sturdy wine based on viognier sauvignon blanc and pinot gris with a dash of chardonnay has crisp acidity to keep it lively it smells like pears and honeydew melon and tastes dry but generous and a little buttery and finishes clean 
4374,despite the label indication that this wine is sauvignon blanc it does in fact have 20 s millon that addition fills out the wine while retaining the natural herbaceous character with its grassy texture and strongly citrus flavors drink now 
4375,this wine offers notes of black olive sweet plum confection and herbs the flavors are lighter in style with gritty tannins 
4376,earthy syrupy aromas come with a spot of green and a touch of earthy mulch this is bulky and flabby in feel as it struggles for balance thick berry flavors are matched by green herbal mossy notes while the finish is chewy in feel and baked in flavor 
4377,this blends nutty notes with aromas of chemical and saline the palate is tight sharp and citric while flavors of briny apricot come with bitter as well as nutty notes a dry salty finish feels angular and sharp 
4378,crafted from a field blend of varieties including carignan syrah and durif this holds a syrupy sense of meaty bacon and plum raisin at its center midweight and fairly straightforward in terms of flavor it finishes fast and not overly complex 
4379,light in color this suggests berry herbs and wood it s airy in feel with tart cranberry juice flavors and a puckering finish 
4380,woody aromas of sawdust and maple take over a lightly herbal bouquet plum raspberry and chocolaty oak flavors finish herbal and resiny 
4381,this is a bargain priced blend of grenache syrah carignan mourv dre and cinsault the flavors are ripe and plummy accented by hints of garrigue while the tannins are modest and supple 
4382,the varieties in the blend include grenache blanc roussanne and viognier they come together to offer hints of pineapple pear and citrus there s a silky texture on the palate then a clean crisp finish 
4383,plush ripe apple and apricots are dusted in savory earthy notes of slate and spice it s a dancing delicately framed wine with a balance of soft sweet fruit and zesty acidity drink now 
4384,drink this maturing wine over the next year or two leather chocolate and cherry notes mingle easily the texture is smooth and the finish is silky 
4385,muskateller is a powerhouse muscat grape chock full of buoyant stone fruit melon and floral aromas it s an unabashedly fruity flamboyantly forward grape but this off dry example is brisk and balanced 
4386,aromas of spanish broom honeysuckle and a yeasty note lead the nose of this sicilian sparkler from mount etna the palate offers ripe apple candied citrus and bitter walnuts alongside persistent bubbles and zesty acidity 
4387,because of the cool atlantic climate the gascogne region is home to many bright crisp wines this is fruity fresh and utterly crisp while also having some hints of melon and peach flavors a touch of attractive minerality gives the wine texture drink now 
4388,ripe oaky and showing aromas of coconut vanilla raisin and prune this easily approachable monastrell is full dark and stretched wide with proper acidity keeping things fenced in and focused sun baked black fruit flavors finish spicy and peppery with mild heat 
4389,pear melon and anise aromas lead the way followed on the palate by a broad soft mouthfeel and flavors that add peppery spice on the long finish 
4390,this creamy feeling wine is dry and spicy on the nose more than bold and fruity candied cherry raspberry and milk chocolate flavors carry mild spice accents while the finish is lightly oaked in flavor and a touch chewy in texture 
4391,baked plum brick dust stewed tomato and leather aromas are rugged but good chewy and only moderately tannic this basic monastrell delivers raspberry and plum flavors sweetened by hints of brown sugar and molasses a lasting chocolaty finish is easygoing with a shot of acidity for balance 
4392,very perfumed with wood and strong berry flavors this stalky structured wine has tannins that are already well integrated into the spicy juicy red fruits bold flavors and tasty fruitiness are well balanced with the texture and dry core drink now 
4393,supple in juicy blackberry and plum this light to medium bodied merlot contains 10 cabernet franc and offers a mouthful of dry dusty tannins before finishing in a punch of black peppery spice 
4394,aged in new barriques this opens with aromas of oak and oak driven spices and a whiff of savory herbs the palate is dominated by oak vanilla and coffee that muffle the dried dark cherry and mineral flavors it has a linear quality but lacks fruit richness and is still in the vice like grip of wood tannins 
4395,piercing lemon and lime notes are offset by juicy peach and pear flavors in this fresh easy drinking riesling off dry in style it s fruity and forward with a crisp refreshing finish 
4396,from the owner of domaine du p gau in ch teauneuf du pape this is a n gociant style c tes du rh ne it s medium bodied and crisp with bright red fruit reminiscent of raspberries and cherries and a touch of herbes de provence 
4397,rubber menthol black olive and dusty oak aromas dominate the nose on this stable carmen re olive blackberry and herbal flavors are typical of the variety while the finish is clean powerful and in good shape 
4398,this opens with earthy smoky aromas of coffee grinds and blackberry along with toasted marshmallow the palate is thick and mouthfilling with baked berry spice and chocolate flavors the finish is minty and herbal with moderate heat and burn 
4399,a brick color on the rim agrees with very tasty and mature flavors to indicate this wine should be enjoyed now it smells like dried leaves on the forest floor and tastes rather beefy and savory in flavor with hints of worcestershire sauce and balsamic vinegar it is medium to full bodied and smooth in texture 
4400,light colored and fruity this has the typical n grette polish aromas and dry tannins accompanied by red berry fruits with a richer full aftertaste the wine is made to drink young so drink from 2016 
4401,this wine has firm tannins certainly however its main character is the delicious juicy fruit that just bursts out of the glass a fresh character suggests this wine will develop quickly despite the tannic background drink from 2016 
4402,sourced from a range of vineyards across the napa valley including atlas peak rutherford and oakville this intense wine is informed by thick grained tannins and pronounced oak dark blackberry fruit and clove season it well along with a finish steep in mocha the blend includes a small amount of merlot 
4403,black plum violet and baking spice aromas emerge in the glass the soft palate offers blueberry blackberry grilled herb and white pepper alongside sleek tannins it s smooth and accessible so enjoy soon 
4404,fresh black fruits give this wine a bright start in life it is rich with some tannins and dark spice dominant berry fruit flavors are balanced with acidity and a dry firm aftertaste drink from the end of 2015 
4405,a 50 50 blend of cabernet sauvignon and sangiovese this has a subdued nose that doesn t give much away the palate offers dried black cherries blackberry extract vanilla licorice and new oak but the fruit is drying up quickly leaving an abrupt astringent finish 
4406,this fresh blend of n grette with both cabernets is fruity and lightly crisp with refreshing final acidity it s bright while also having a ripe character that allows it to broaden out drink now 
4407,a mineral layering of waxy pear gives this wine a light crisp complexion punctuated by subtle oaky spice and plenty of vibrant lemon light on the palate it ll serve well for larger gatherings 
4408,baked strawberry and a bittersweet note of cherry play off the palate around a medium bodied frame of subtle tannin and oak dried cranberry comes in as a secondary detail before the wine finishes in a blaze of leather and black tea 
4409,a freshly textured wine that has a bite of spice to contrast with its tangy lemon acidity it s fresh fruity and ready to drink now 
4410,this blend of 70 cabernet sauvignon 15 merlot 10 petit verdot and 5 cabernet franc starts with aromas of black fruit earth cedar wood and exotic spices the densely concentrated one dimensional palate delivers fleshy black cherry accented with black pepper and licorice alongside round tannins it s already accessible so enjoy soon 
4411,big hard tannins and high alcohol mark this zinfandel bone dry it s stuffed with blackberry jam sage and black pepper flavors that finish spicy and long it s an excellent example of the maple vineyard terroir and calls for pairing with rich barbecue and fatty fare 
4412,this full bodied white leads with typical varietal aromas that recall white roses lychee and spice the round low acid palate delivers creamy exotic fruit layered with notes of clove and nutmeg a soft lingering finish closes on a sweet note punctuated with the warmth of evident alcohol 
4413,this is a fine introduction to an outstanding oregon pinot noir vintage forward and instantly accessible it plays off pretty cherry fruit flavors and aromatics tannins are fully ripe and the acidity has kept pace 
4414,full and rich this wine brings out smooth apple and pear flavors that are sustained by hints of wood aging it has a fresher side with citrus acidity giving the rounder textures a lift worth aging it can be drunk from 2015 
4415,there was no oak used on this stainless steel fermented sauvignon blanc but it does contain a splash of viognier it s dry crisp in acidity and savory in lime orange kumquat and vanilla flavors that finish long and clean it will pair with everything from bruschetta with olive tapenade to fried chicken chinese food and sushi easy to find with 190 000 cases produced 
4416,smoky herbal aromas add complexity to pretty floral notes on this elegantly composed semisweet riesling the palate is rich with peach and nectarine flavors along with a shock of citrus acidity but maintains a subtle line of smoky dusty earthiness through the finish 
4417,there s a hint of sweetness here but the rich flavors of strawberry nougat along with a creamy texture carry it beautifully a lick of vanilla comes through in the finish drink it solo or with a spicy cold noodle salad 
4418,with classic raspberry cherry and sandalwood flavors wrapped into a delicately crisp mouthfeel this is a classic russian river pinot for drinking now everything about it suggests beef whether it s in a taco or a full fledged steak 
4419,smooth rich wood aged chardonnay dominates this ripe complex blend soft and rounded it provides the yellow fruit flavors and toastiness the arinto in the blend supplies the freshness together they make wine a for aging drink from 2016 
4420,the magnificent tomar convent complex was once home to the knights templar this wine with its firm tannins and dense fruit brings out the structure of touriga nacional and cabernet sauvignon in the blend spice wood aging and rich berry fruits all promise medium term aging drink from 2015 
4421,with aromas of wood aging this is a tropical fruit and spice flavored wine it displays a strong sense of texture and freshness it is already showing richness as well as a good sense of style drink from 2015 
4422,great streaks of acidity cut across the ripe fruit the wine has touches of toast from the 20 wood aging along with a steely more mineral character these combine well with the peach and ripe apple flavors drink from 2015 
4423,this elegant wine opens with fragrances of white flowers and green apple the silky palate offers ripe pear golden delicious apple and mineral alongside crisp acidity that leaves a clean bright finish 
4424,here is a gentle evocative pinot noir with a pretty almost delicate mix of flavors raspberry black cherry dried leaves and black olive swirl together with a lick of chocolate in the finish 
4425,this pinot s parts haven t found each other yet there s big ripe raspberry and cherry fruit sweet toasty oak brisk acids and firm tannins yet they form an unruly confederation stash this in the cellar until at least 2020 
4426,a well balanced pinot bianco it has subdued aromas of apples and freshly cut flowers the palate delvers creamy white peach and golden delicious apple alongside crisp acidity pair this with fried calamari or pasta topped with clams and mussels 
4427,made entirely with sangiovese it has aromas of ripe black fruit tilled earth toasted oak sweet vanilla and a hint of leather the rich palate offers toasted oak black berries espresso and coffee alongside dusty drying tannins
4428,laden with wood aromas this is a firm dry wine the fruit can cope with the considerable wood flavors suggesting a wine that will be smooth rich and velvety it has weight now but needs to age drink from 2016 
4429,richly endowed with ripe merlot this spicy smoky full bodied wine is already developing it is smooth concentrated and deliciously juicy spice and firm tannins are well in the background leaving room for acidity and black fruits drink from 2017 
4430,this is a warm and ripe merlot dominated wine the chateau s position on the hill of fronsac gives the wine structure and a mineral texture that does promise aging with blackberry fruitiness developing well drink from 2016 
4431,the acidity is strong and the cherry herb tea and white pepper flavors are elegant it grows on you as you sip showing more and more complexity it s a fine wine for drinking now with pinot friendly fare such as roast lamb or a wild mushroom risotto with grated cheese 
4432,whiffs of smoke and grain lend a savory bent to lemon and herb aromas on this full bodied dry riesling searing lemon lime acidity and a minerally palate contribute to its lean linear style 
4433,juslyn s wines are made in a tannic style the suggestion here is ageabiity this bottle which is mainly cabernet sauvignon but also contains merlot cabernet franc and petit verdot is not drinkable now unless you re immune to astringency it s future is uncertain but you might try aging it until 2020 
4434,lots of rich ripe raspberry and cherry jam fruit in this dry briskly acidic pinot noir oak shows up in the form of buttered cinnamon toast it s a little irregular in tannins but delicious for drinking now after decanting 
4435,made from a blend of 90 sangiovese and 10 cabernet sauvignon this richly structured wine opens with a aromas of mature black berries vanilla and black spices the palate offers black cherry prune espresso and black spices alongside bracing drying tannins 
4436,this is a smooth ripe wine just hinting at wood honey and lemon flavors are cut by tight mineral acidity it s perfumed from the muscadelle in the blend giving a rich wine that is developing fast drink from 2015 
4437,floral aromas suggest yellow spring flowers and whiffs of tropical fruit the juicy fruit palate offers apples pineapple peach citrus and almond notes brightened by crisp acidity 
4438,this fragrant lugana opens with aromas of spanish broom pressed flower petals ripe stone fruit and hints of mediterranean herbs the savory palate offers juicy peach green apple lemon drop and mineral alongside fresh acidity white almond marks the finish 
4439,it has aromas of pressed yellow flowers stone fruit and granny smith apples the juicy palate offers bartlett pear white peach citrus and white almond brightened by crisp acidity 
4440,this medium bodied well balanced wine has peppery light smoke aromas modest rhubarb flavors and interesting white pepper and raspberry notes it has personality and a rustic authentic appeal 
4441,aromas of ripe plum sunbaked earth and toast lead the way on this structured red the palate offers dried black cherry ground pepper and toasted oak while dusty tannins give it a firm slightly astringent finish 
4442,made with 85 carignano and 15 syrah this boasts aromas of mature black cherry raspberry and mediterranean herb the soft palate doles out ripe black currant licorice and black pepper alongside velvety tannins 
4443,although this garnacha blanca shows rustic cidery aromas it displays a balanced layered round palate with vital acidity salty savory peach and apple flavors are true to white garnacha while a long salty finish is full of energy 
4444,fruity and bold this opens with direct aromas of cherry strawberry and pomegranate that are accented by hints of sweet pea violet and lavender the medium weight palate offers ample lifting acidity and a finish of tart red berries and watermelon rind 
4445,lightly tannic and packed with raspberry flavors this delicious wine has just the right balance between the ripe fruits and bright acidity the wine is totally ready to drink 
4446,this moldovan cabernet sauvignon has aromas of cherry vanilla plum and cassis in the mouth it has soft flavors of black currants prunes and fresh black plums before the persistent finish 
4447,at an impressive 13 years old this deeply golden hued wine opens with subtle aromas of toasted nut pressed acacia flower and honey the round evolved palate still boasts freshness while the tertiary flavors include lemon zest ginger smoky mineral and a hint of marzipan 
4448,alluring aromas of spanish broom lemon and orchard fruit lead the nose while the juicy palate doles out mature peach nectarine zest toasted hazelnut and flinty mineral bright acidity lifts the rich flavors 
4449,max reserva is the easiest most fruity of the errazuriz chardonnay lineup for 2014 aromas of vanilla wafer barrel toast smoke and white fruits announce a smooth but simple palate peach melon and toasty oak are the key flavors while this finishes a touch salty 
4450,this is a chunkier somewhat rustic cousin to pinot noir often used to bulk up a sparkling wine here on its own it s generously loaded with pomegranate earth and green tea flavors the aromatics capture some of the rose petal bouquet of its more delicate relation 
4451,fresh primary blackberry and cherry flavors are streaked by a fresh herbal tinge in this especially food friendly pinot noir soft tannins and a rounded mouthfeel make it approachable now through 2020 
4452,white flowers and peach aromas start this fuller bodied white from santorini spice lemon marmalade and honey flavors are backed by a brisk acidity and finish with a lightly nutty spin pair with heartier dishes like lamb or cream based chicken 
4453,the nose is subdued but the palate shows the effortless weightless charm of sylvaner with hints of green pear and lime as well as notes of stone and earth it offers expressive slenderness 
4454,round and ripe this is a balanced complex and perfumed wine with its acidity beautifully in place it is fresh while also having some spice toast and minerality drink from 2017 
4455,here s a delicately scented wine that offers aromas suggesting mature orchard fruit botanical herb and wild flower the subtle palate is a bit more reserved showing yellow apple nectarine saline and a hint of bitter nut alongside bright acidity 
4456,star anise and vibrant floral aromas give this robola assyrtiko blend an elegant character on the palate the wine offers fresh fruit and clean refreshing acidity this wine will appeal to many and has a versatile pairing profile 
4457,fresh pressed black raspberry and light lavender and lilac show on the tart and peppery nose of this bottling from the riboli family s broad collection the structure is chalky and thick on the palate with flavors of olallieberry paste blueberry and wet clay all quite tasty though not extremely complex 
4458,deep cola blackberry blueberry pie vanilla ice cream soft caramel and root beer float aromas show on the nose of this juicy easy to enjoy bottling it s jammy with blueberry and black cherry followed by rich caramel chocolate a touch of anise and vanilla long into the finish 
4459,sourced from a single block this is a tart wine with delicate fruit flavors of rhubarb and cranberry it does not have the depth nor stuffing of the previous vintage some pleasant aromatics of orange peel and citrus add interest 
4460,hints of jalape o and bell pepper run alongside lime and apple aromas while this feels secure lemon apple and a dash of briny salt fill out the flavor profile while this finishes similarly with firm acidity 
4461,here the fruit seems to stay in the watermelon strawberry range not under ripe but more in a high acid euro style the oak aging 18 months cloaks it in a lush coat of milk chocolate 
4462,kirsten s 2014 rieslings each share a core of minerality that prevails over primary fruit but this dry bottling is particularly savory in style it s refreshingly spry with layers of smoke and chalk notes meandering amidst sheer streaks of fresh white grapefruit and apple the finish is brisk and clean 
4463,fragrant white flower and ripe orchard fruit aromas take center stage the fresh palate offers mature yellow apple pineapple aromatic herb and a light toasted note while a hint of oak driven spice accents the finish 
4464,the nose is non distinct but the palate follows with fresh bright apple and tart greengage fruit the palate is willowy subtle and winning 
4465,the aroma recalls ripe juicy pear peel likewise the palate sings with ripe pear notes framed by a phenolic texture and countered by lively freshness this wine is brisk clean and fruity 
4466,aromas of melon fennel hay and tomato vine float out of the glass the crisp creamy palate offers white peach lemon and mediterranean herb alongside fresh acidity a mineral note energizes the finish 
4467,this dark very ripe crianza smells extracted jammy and slightly soupy with aromas of raisin pipe tobacco and blackberry the palate is heavy and a touch hollow with baked berry vanilla licorice and resiny flavors an oak based finish tastes ripe succulent and like mocha 
4468,extremely ripe fruit flavors fuel this full bodied no holds barred wine the aromas are like blackberry jam and raspberry syrup and the flavors are almost that extreme but the wine is technically dry a very viscous texture wraps it up 
4469,coming from one of the region s more picturesque vineyards this bottling which is enhanced with 19 picpoul blanc 2 roussanne and 2 viognier leans a tad tropical on the nose with orange peel cutting into banana apple custard and tuberose there s sizzling acidity throughout the palate with flavors of lemon curd apple peel and grapefruit pith 
4470,big powerful and confidently ripe this full bodied wine oozes with luscious blackberry wild sage and blueberry flavors that seemingly melt in the mouth a great example of the late harvest style without being sweet it s dry concentrated and persistent on the finish 
4471,forest floor truffle new leather ripe berry and a balsamic note are some of the aromas you ll find in this delicious red the fresh chewy palate doles out fleshy black cherry chopped mint and white pepper notes while big round tannins provide structure it s already enjoyable but will offer years of fine drinking enjoy 2018 2024 
4472,truffle leather mature black skinned fruit and carob aromas emerge from this powerful red the full bodied palate delivers succulent wild cherry black raspberry licorice pipe tobacco and grilled herb flavors with big chewy tannins drink 2019 2027 
4473,a touch of flinty reduction clings to the nose but soon relaxes into soft notes of ripe black cherry the palate is textured and dry harmonious with fruit and the gentle ripple and crunch of slightly rustic but utterly pleasant tannins this seems to be its perfect drinking window now generous with fruit utterly harmonious and starting to mellow the finish is fresh clean and totally moreish if you can resist at all this may well continue to develop drink now through 2025 
4474,a blend of barrels selected from several sites this is a plush easy to love wine it s shy on the nose at first just hinting at wild strawberry and herbal aromas soft with a touch of bitter black tea it fades into a slow finish 
4475,seared lemon hazelnut brown butter and sandalwood with a graphite minerality come through on the nose of this complex wine from jonathan nagy the palate offers hints of herbs and chamomile at first then washes of citrusy acidity and apple notes all held together with steely tension 
4476,fresh blackberry and boysenberry aromas meld with rose petal and hickory smoke on the warm entry of this bottling from jonathan nagy the palate is packed with peppery spice bright red cherry thyme and root beer flavors 
4477,named for the special format of small oak barrel it s aged in this has soaked up the oak impressively hints of vanilla and graham crackers accent mixed berry fruit while the finish is long and mouthwatering there s ample concentration yet the wine never seems heavy drinkable now but why rush things drink 2020 2030 
4478,this purple tinted carignan is a concentrated number with familiar varietal and regional aromas of latex graphite schist tire rubber and black fruits in the mouth this is chewy and full bodied but not heavy oaky spicy blackberry and nutmeg flavors linger on a mildly woody extracted and gritty finish best to give this a few more years so drink through 2022 
4479,an outstanding effort in a difficult vintage these old vines the oldest were planted in 1889 have turned out a super wine complex aromas and flavors range from smoke thyme blossom and licorice to apricots and black cherries this is medium to full in body with crisp acids and supple tannins that impart a silky feel to the long finish drink now 2025 
4480,one of the plusses to having a cash flow brand like yellow tail in the portfolio is that it gives the owners the opportunity to properly age their high end wines prior to release at 10 years old this has acquired a veneer of silkiness and elegance that enfolds the cassis and red currant fruit there s no shortage of smoky vanilla and brown sugar inflected oak either drink now 2025 
4481,owned by art collector philippe raoux who has filled the park of the chateau with impressive sculptures this estate produces serious and complex wines this latest release continues in that tradition it is rich structured and full of swathes of black fruit the wine will take time so wait until 2021 
4482,this is a structured wine that still has serious layers of ripe fruit and rich tannins the black currant from the cabernet sauvignon is balanced by the jammy richness of the delicious merlot it s an impressive wine that continues the progress of this estate owned by lafite rothschild drink from 2024 
4483,this second wine of whites from both haut brion and la mission haut brion is both rich and intensely crisp it has a fine blend between great acidity and grapefruit fruit and a more tropical element the tangy texture is taut with a mineral edge drink from 2020 
4484,under the ownership of jacky lorenzetti president of one of france s top rugby clubs this estate is now performing impressively the wine is finely structured with dark tannins and tight acidity and a hint of minerality it is merlot dominated although it is the 40 cabernet sauvignon that brings out the black currant fruitiness drink from 2022 
4485,wild berry dark spice and mediterranean herb aromas lift out of the glass accented by a whiff of new leather the enveloping full bodied palate doles out fleshy black cherry star anise pipe tobacco and cinnamon notes framed by chewy tannins drink 2020 2027 
4486,apricot compote and candied peach shine on nose and palate with great intensity the overtly floral notes of rose have given way to a more subtle perfume that highlights the aromas of peach above all this is very concentrated very rich but also precise and fresh it is citrus tanginess that allows this to be sweet yet still refreshing medium to sweet finish 
4487,this stellar bottling offers chaparral character on the nose from wild mint and thyme to fennel and mountain tea along with turned earth and raspberry scents the plate kicks off with strawberry fruit and hibiscus then dives into a deeper expression of grippy black plum skins cardamom spice and boisterous acidity 
4488,earthy and dark fruit driven this is a richly rewarding fruity wine ripe in blackberry clove and cocoa from an estate vineyard named for benovia proprietor s two mothers martha and eleanor it offers the appellation s classic elements of savory clove and cola 
4489,this is a richly satisfying wine with beautiful granny smith apple and honeyed caramel flavors fennel and wildflower accents add to its complexity broadened by nutmeg spice it s full bodied and balanced delivering both ripeness and structure 
4490,great fruit concentration and grace make this wine a winner it feels medium bodied despite its high degree of ripeness showing that balance is attainable with significant power it has ripe plummy aromas fresh red cherry and cranberry flavors supportive tannins and excellent acidity 
4491,this second wine of ch teau palmer is dense and structured with ripe swathes of black fruits and juicy merlot showing strongly it already displays the potential of the vintage generous and ripe the wine has a fine level of perfumed tannin drink from 2023 
4492,there is something floral and tender even creamy on the nose the palate on the one side has a creamy apricot and peach aspect on the other a totally taut and brisk lemon lime streak this makes for tension and interest this is concentrated and exciting dry and very very enjoyable drink now through 2025 
4493,tender notes of honeysuckle and rose rise from the glass on the palate they perfume the generous peach and mirabelle plum fruit supported by some residual sweetness this strikes a very harmonious balance between tender opulence an sprightly freshness the finish is intense tangy medium sweet and superbly balanced 
4494,chopped herb wild berry spice and truffle aromas slowly take shape in the glass the palate shows both concentration and elegance offering fleshy raspberry crushed cherry licorice and crushed mint flavors bolstered by firm but refined tannins drink 2019 2027 
4495,chive and onion skin aromas blend with hints of mint marcona almond and vanilla on the nose of this bottling from winemaker bruce mcguire from one of pierre lafond s special sites it has a savory palate that recalls salted peanuts seared lemon and popcorn on the finish lemony acidity cuts through it all 
4496,the nose is a very enticing mix of rose petal and peach grapefruit zest and musky spice the palate echoes the same flavors and is both intense and concentrated there is residual sweetness making all the fruit flavors luscious and plump countered by sprightly fresh acidity that results in an over all medium sweet wine the flavors are precise and clean and so is the finish 
4497,garden herb and forest floor aromas make a case for this wine to be considered the producer s finest selection the fs in ofs on the palate wild strawberry black cherry and berry are the story while powerful spice adds intrigue to the velvety texture roundness and full bodied concentration 
4498,richly textured and generously flavored this wine shows how good livermore cabernet can be aged in new hungarian barrels it has cedar and spice aromas seductive ripe fruit flavors and a mouth filling palate soothing viscosity bolstered by loads of fine grained tannins best from 2018 
4499,this resplendent white offers a wealth of wet stone minerality and crisp lemony acidity with just a subtle hint of oak from old vines it boasts tangerine and anise flavors on the palate with tropical notes of guava and mango and a jolt of nuttiness 
4500,this chardonnay breaks away from the typical varietal profile with aromas of freshly cut grass and lemongrass delightful tropical fruit flavors of mango lychee and guava dominate the palate the zesty clean and crisp finish is characterized by flavors of lemon pith and lime juice 
4501,menthol crushed flower red raspberry and savory herb aromas unfold in the glass the palate conveys juicy red cherry white pepper and cinnamon alongside supple tannins it s surprisingly accessible for such a young barolo drink 2016 2022 
4502,aromas recall fennel grilled herb leather mocha and a whiff of balsam reflecting the heat of the vintage the palate is already evolved but still shows dried black cherry and black pepper drink through 2017 
4503,this highly accessible reasonably priced chardonnay sees no new oak it offers aromatics of orange blossom and fresh squeezed lemon followed by a lean texture of more lemon honeysuckle and melon stock up 
4504,a delightful bottle with notes of stone fruit buttered popcorn and toasty spice it s light in style displaying both nuance and delicacy with enough acidity to keep it all in vivid focus 
4505,leather truffle black cherry grilled herb and a whiff of mocha lead the nose on this structured but straightforward wine the palate is still rather closed but delivers crushed red cherry white pepper and grilled herb alongside fresh acidity and young raspy tannins that need time to soften drink 2018 2028 
4506,this starts with aromas of rose crushed violet red berry and mint the palate delivers red and black cherry accented with notes of cocoa and mocha alongside youthfully assertive tannins 
4507,from the first whiff of cherry cranberry and caramel you know you are in for a treat flavors of clove marzipan and grilled peach add nuance to the red fruit driven palate the smooth tannins persist without overpowering the bright fruit and spice tones 
4508,from a classic producer who continues to do the variety justice this merlot is complex and concentrated a taste of bright red plum and berry fruit intermingles with toasty oak and supple vanilla the tannins are soft and a playful hint of herb marks the finish 
4509,this is still a young wine with its ripe red fruits and black cherry flavors the taste of licorice mingles with the fruit and balances with the smoky toast flavors it s a rich wine that needs time so drink from 2016 
4510,vanilla and lemon curd aromas bring nuance and depth to the the complex bouquet of this wine full bodied with a silky texture tones of green apple and mango show bright on the palate leading to a splash of minerality on the finish 
4511,this is a powerful and ripe wine that is full of tannins that are now mature enough to support the broad ripe black fruite character a blend of aragonez alicante bouschet and tinta calada it has a dense structure with a full bodied juicy aftertaste drink now but the wine will be better after 2015 
4512,aromas of this brawny wine suggest black plum berry violet leather and dill notes of licorice tobacco and black pepper back up the sour cherry fruit big with round tannins this is just reaching its ideal drinking window drink through 2019 
4513,jammy blackberry rubber graphite and raw oak aromas set up a full weighty palate flavors of mint licorice creamy oak and chocolate accent brambly black fruit flavors while a minty finish simmers with power and subtle warmth drink through 2016 
4514,this 100 merlot is juicy in black cherry and plum flavors followed by outbursts of dusty tannin that provide just enough grip the savory cinnamon and clove aspects are backed by toasty oak a silky texture and plenty of acidity 
4515,made from 68 year old nerello mascalese vines and aged in terra cotta amphorae this ripe and powerful wine offers aromas of leather tilled earth game truffle and black berry fruit the juicy palate delivers mouthfuls of black cherry accented with clove and cinnamon alongside round velvety tannins and the warmth of alcohol 
4516,aromas of tilled earth ripe black fruit menthol and a touch of leather lead the nose on this savory medium bodied red the juicy palate offers ripe black cherry raspberry black pepper and a balsamic note alongside supple tannins 
4517,from the well known zinfandel producer this floral chardonnay is high in balanced minerality and marked by darker riper pear and apple fruit the finish is swathed in vanilla bean and toast 
4518,black olive dominates on the nose in this blend of 75 syrah 12 5 grenache and 12 5 mourv dre all from kick ranch lively red fruit is amplified by soft medium bodied tannins and a well composed finish with just enough earth and spice to go around 
4519,rose petal leather wet soil truffle and red berry aromas lead the nose and follow through to the ripe palate along with cherry berry white pepper and mint it s delicious and already surprisingly accessible drink 2016 2023 
4520,the bouquet of this wine shows condensed fruit notes of green apple and lemon pith with a slight nuance of vanilla on the nose full bodied and creamy on the palate it exhibits balanced acidity on the finish 
